i,t,K,L,M,R,L_lag,K_lag,M_lag
62,3,2.07098281581461e-5,2.8369627613898764e-5,9.411095714442553e-5,2.6219517210597835e-4,0.004608557110903769,0.003364246690959751,0.0012177682575986708
63,3,6.443040028274296e-7,8.826082230512733e-7,2.7866823652902364e-7,5.926394684651675e-7,3.467222480537506e-7,2.5310724107923794e-7,4.5586522208595807e-7
64,3,0.10971811105603231,0.1502987822685374,0.1004603503077757,0.24272351740181436,0.0015802023868016803,0.0011535477423652266,0.015033155733148222
65,3,2.1331260679996628e-5,2.922090504109127e-5,1.0881287654586917e-5,2.5635881366647807e-5,2.885754336018832e-5,2.1066006652937473e-5,1.923855623057292e-5
66,3,9460.915859723624,12960.15871195017,6865.575096811479,12176.91614303344,5820.281995663133,4248.805856834087,69139.41454551808
67,3,143913.97641561908,197142.43344605353,18599.399303859158,45461.44941808206,1.5915419202362482,1.161825601772461,57.94471758653327
68,3,0.00791478114147417,0.010842165947224891,0.006326433398001111,0.013397413167302783,0.0019430916842182516,0.0014184569294793236,0.0034033504009829893
69,3,9.021009493159668e-4,0.0012357547250903655,1.5962089890556434e-4,3.9883397455374144e-4,0.0011033863651660212,8.054720465711955e-4,1.7015799021542402e-4
70,3,5146871064.377124,7050508307.365924,19208234298.399845,58286277338.70172,66081873872.73923,48239767927.09963,46511070107.117546
71,3,0.002230019343033167,0.0030548210178536536,0.004360246396315651,0.009389929839297111,0.0774774830048585,0.056558562593546705,0.01468073110037969
72,3,6.851122166185162e-6,9.385098857787893e-6,3.938453230035991e-5,7.567705437364197e-5,5.168958695080113e-4,3.7733398474084826e-4,8.034547832356285e-5
73,3,4.772804365422414e-7,6.538088171811527e-7,1.9711039806070507e-5,4.646218402382988e-5,1.1887993960841959e-7,8.67823559141463e-8,5.4735200300310904e-8
74,3,8.547123148512798,11.708387874675065,4.818600744365208,8.977886542697465,0.14356714373918808,0.1048040149296073,0.7904376128175885
75,3,0.01457706537689724,0.01996858270807841,0.21238755511763144,0.737510923970714,0.25189340858153325,0.18388218826451927,0.14894082481063114
76,3,6.074484849716932e-8,8.321212122899907e-8,1.9509666285250352e-8,4.8612105183759803e-8,1.0717334920459832e-5,7.823654491935677e-6,7.767075908467138e-7
77,3,0.007041315868145023,0.009645638175541128,0.05969093570129046,0.13310141305877382,0.02043099864192393,0.014914629008604468,0.008390368240375526
78,3,3.3360767674785357,4.569968174628131,7.894130313267748,15.82548303432479,430.22438277556614,314.06379942616326,228.47055922724334
79,3,2.860246002864803e-4,3.9181452094038397e-4,5.231517027430031e-4,0.0013640347801883647,0.007061911955609347,0.0051551957275948225,8.229797542442172e-5
80,3,0.07418483580943272,0.10162306275264756,0.05334920390821572,0.12218292792675352,0.019727190210922625,0.014400848853973516,0.18089957060184156
81,3,0.004847334642437158,0.006640184441694738,0.0075478833595093485,0.021825658980444997,1.9394215609932764e-4,1.4157777395250917e-4,5.070358852178687e-4
82,3,1.0879874356002946e-6,1.490393747397664e-6,2.1328861195029334e-5,4.9902904387220486e-5,8.763287940124828e-5,6.397200196291124e-5,1.680134455300285e-5
83,3,135101.16018416148,185070.08244405684,54834.52355064742,115652.48873421774,83094.68362051075,60659.11904297285,102813.4292548493
84,3,0.01511469560595325,0.02070506247390856,8.016672634819564e-4,0.0020580240430653923,7.826739032100508e-4,5.713519493433371e-4,0.002085746132240581
85,3,0.0026954400932518393,0.0036923836893860812,0.0010165078137633486,0.002166241999925218,0.026041614379816686,0.01901037849726618,0.002042263057575141
86,3,3.4831037458043177e-7,4.77137499425249e-7,5.958351877187655e-7,1.2804619309850803e-6,1.8085905145988425e-5,1.320271075657155e-5,1.6078320633809324e-6
87,3,5.614334049614111,7.690868561115221,24.63359451688138,50.213189158385575,96.76058084263789,70.63522401512566,11.204859768166884
88,3,71.37270820187622,97.7708331532551,39.90738832329079,94.8489767486323,71.59189119636177,52.26208057334409,732.4583469045316
89,3,0.5791551691435383,0.7933632454021072,0.1495969465151288,0.3291376530847874,0.02898834828476123,0.021161494247875695,0.16791754950595802
90,3,8.163514108806164e-5,1.1182896039460499e-4,3.49828878820311e-4,7.186500844140571e-4,1.906564947039354e-4,1.3917924113387284e-4,2.657369202045585e-5
91,3,0.2985980231316506,0.4090383878515762,0.021319645016570774,0.05091153918230152,0.005475104625394939,0.003996826376538305,0.009041731294952315
92,3,3.5410452874075207e-11,4.850746969051398e-11,6.725073970982124e-11,1.215946416863125e-10,5.806897984769761e-10,4.239035528881925e-10,4.775807933946309e-11
93,3,5.891453761241888e-6,8.070484604440942e-6,2.812440472220095e-5,9.055144897288596e-5,7.3343185290065645e-6,5.354052526174792e-6,1.2533907151346534e-5
94,3,0.2003137467719777,0.2744023928383256,0.021899758725716627,0.06562745334566293,0.0897078780444132,0.06548675097242164,0.010359628007688944
95,3,143.02357192201492,195.92270126303413,390.63491358119285,869.1134656088967,571.9501611793797,417.5236176609472,213.41531449594143
96,3,0.22907836647679267,0.31380598147505845,1.6673286496230162,2.7530058734608596,0.001733166005155933,0.001265211183763831,0.018939356661879417
97,3,0.0018971311425666833,0.0025988097843379224,0.0022871642954971497,0.00513308279497857,0.001476112619001586,0.0010775622118711578,0.002000199951091151
98,3,0.003729188110631401,0.005108476863878632,0.007146419257613821,0.011407453888691514,2.839687199471203,2.072971655613978,0.050183788374537255
99,3,182.19169357823108,249.57766243593298,423.65660593802716,1013.5739856154099,552.9734168649547,403.67059431141695,161.26761061331752
100,3,0.011409689444507298,0.015629711567818217,0.00892364310582737,0.023611789332790376,0.008999250607642686,0.006569452943579161,0.02102200483305489
101,3,0.022355584705297714,0.030624088637394128,0.026434399734187687,0.06310360607529905,1.8729150120220688,1.3672279587761103,0.17500591089708
102,3,3.7281833154481343,5.107100432120732,12.710680652362457,26.714414397488046,0.6019566562659102,0.4394283590741144,0.18426214380548608
103,3,0.17750812032896338,0.24316180866981285,0.059064029616785946,0.11949034904731781,19.414452163571248,14.17255007940701,2.4682386963831986
104,3,0.02285828513086726,0.031312719357352414,0.12201736343858188,0.23144559621634292,7.498685724639895,5.474040578987123,1.2773605000667179
105,3,0.0023171731137577767,0.0031742097448736665,5.455419651645382e-4,0.001454865779494465,0.005101984726650138,0.003724448850454601,4.684399472281709e-4
106,3,0.001770983649092584,0.0024260049987569646,2.625921573805126e-4,7.421617853380203e-4,1.7000988350095474e-5,1.2410721495569696e-5,9.224881971434328e-5
107,3,0.013701271420752822,0.018768864959935374,0.002690615550567941,0.006289256552761079,0.0068075814974861105,0.004969534493164861,0.0034182140679076783
108,3,11.766686928395526,16.118749216980174,28.44923723131268,75.33041646469485,21.767000232823037,15.889910169960816,6.919707051388587
109,3,11068517.982642608,15162353.400880285,701628.9729055644,1461540.990603022,3507571.2279730723,2560526.996420343,10031051.71673207
110,3,2.077032882125776e-8,2.8452505234599672e-8,6.877931372616414e-9,1.1726302772035013e-8,5.602085368140072e-9,4.089522318742252e-9,1.5029368173437523e-9
111,3,7.182539823078487e-5,9.839095648052721e-5,9.919153967397538e-5,1.970916201232048e-4,4.954413103381038e-4,3.616721565468158e-4,1.9025258575675108e-5
112,3,0.0022719423101613782,0.0031122497399470933,0.011292102499986119,0.02196316990487451,4.95343787318269,3.6160096474233634,0.06066776806645709
113,3,0.5636190557503626,0.772080898288168,4.825854387167718,12.755970572345952,0.7731408041102951,0.5643927870005154,0.06747456903466144
114,3,1.262849927359586,1.7299314073418985,5.39973998703953,12.565685081716524,9.555163582637313,6.975269415325238,1.4465693245663065
115,3,3189.3783468676993,4369.011434065342,2153.1456047751017,4128.161644621549,18020.410174668017,13154.899427507653,2547.3924708391146
116,3,1.7295659792780757e-6,2.3692684647644873e-6,1.1261338005971518e-6,2.7635608863667867e-6,2.63580815893539e-4,1.9241399560228348e-4,5.450175746430726e-5
117,3,78.30749791519438,107.27054508930736,6.3636909111479065,12.68245993058994,1093.5157988921706,798.2665331912845,898.4788801755008
118,3,2.122260979188551e-4,2.9072068208062344e-4,2.764059670881414e-4,7.104448564874383e-4,7.996353768235168e-6,5.837338250811672e-6,1.3882101614916206e-5
119,3,4.700763139006143e-5,6.439401560282388e-5,7.813506836601024e-6,1.7135339462965683e-5,6.332815665402475e-4,4.622955435743807e-4,3.467734937474723e-5
120,3,5.016984194687317e-5,6.872581088612763e-5,5.217975370443683e-5,1.8076536646252278e-4,3.25412468318284e-4,2.3755110187234733e-4,3.4616259779666876e-5
121,3,219.50357607289644,300.68983023684444,3076.0264450078303,6489.7602551808795,21.027481495190585,15.350061491489127,64.24090498538156
122,3,0.5128143655254507,0.7024854322266448,1.327182964975131,2.9961708686860775,7.957609207686016,5.809054721610791,3.263095981106478
123,3,1.1043453776561814e-4,1.5128018872002485e-4,2.8461176678295496e-5,5.030520016730206e-5,1.758341787755903e-6,1.283589505061809e-6,5.12588996988415e-6
124,3,0.49883216041616874,0.6833317265974914,0.17145344631207032,0.5405100621054272,0.03421247885518603,0.0249751095642858,0.4615334423926049
125,3,5.335222504166377e-4,7.308523978310105e-4,4.1463701818486657e-4,8.071047063733439e-4,2.3506847640143494e-4,1.715999877730475e-4,5.27129365935313e-5
126,3,12.522776903764667,17.154488909266668,2.9077904952025175,7.437763786283771,54.30421270361256,39.64207527363717,7.084702786899668
127,3,0.01931433038367915,0.026457986826957738,0.06094269832557932,0.17392700415163412,0.0015955877893269708,0.0011647790862086887,0.0063707619211814445
128,3,5.257148911290614,7.201573851083032,39.962522812896246,114.51798262249973,16.26860488477569,11.876081565886254,1.255089757002985
129,3,4.05001345108538e-6,5.547963631623808e-6,1.872110628201182e-8,3.718947943126126e-8,1.879567515815116e-5,1.3720842865450346e-5,1.41188988422383e-5
130,3,4.08649936079109,5.597944329850809,2.32637259503604,5.304122081234222,0.6749769653938805,0.49273318473753275,1.374451938888805
131,3,79248790.58574179,108559987.10375588,13070948.045731649,34743283.24464839,944398.5616135997,689410.9499779277,2795448.2723846114
132,3,0.0504335498990962,0.06908705465629617,0.09622186416104545,0.23984196321485918,0.21289732897181393,0.15541505014942417,0.1629921567959328
133,3,2.3247427864933807,3.1845791595799735,0.1473038076525083,0.3982030121887873,0.04721221312667087,0.03446491558246974,0.007841910939070358
134,3,0.8436123720144157,1.1556333863211175,4.244509244767285,8.314787837030197,2.1251658759829612,1.5513710894675616,3.1298300518337445
135,3,5.8995005373843985e-6,8.08150758545808e-6,2.8945466482260657e-6,8.304809668220096e-6,2.6152293867560497e-5,1.9091174523319164e-5,1.9953951381815208e-6
136,3,92910.55627887709,127274.73462859876,381793.2481902947,659907.603449236,17456.72206279162,12743.407105837883,28321.970199173484
137,3,4.3840436081941237e-4,6.005539189307019e-4,5.1220812060904544e-5,1.5024222610580818e-4,9.857444965355303e-4,7.195934824709372e-4,2.5236073324386583e-4
138,3,0.0017025854213935745,0.002332308796429554,4.716595048472868e-4,0.0011403268759949097,7.577413584838721e-4,5.531511916932266e-4,6.480853002520797e-4
139,3,1.3267822121424826e-4,1.8175098796472365e-4,2.57804222504742e-4,6.321878954106534e-4,4.369978991178347e-4,3.1900846635601936e-4,2.2279845082709787e-4
140,3,0.010644468398693,0.014581463559853423,0.12315186209312941,0.22309660646439022,0.24276149058875998,0.17721588812979477,0.1291230107871031
141,3,2.9118514901386072e-6,3.9888376577241195e-6,7.828323310509313e-7,2.1582587877533022e-6,5.1973025211835584e-9,3.794030840463998e-9,3.066960679866963e-8
142,3,2273097.136298894,3113831.693560129,736422.9212947965,1537773.9423329348,18459985.980385955,13475789.765681747,17528312.41467106
143,3,3.85227496414419,5.277088991978342,5.385654707800878,11.67014015288308,1.8332192833739536,1.3382500768629861,1.13063277562273
144,3,0.08605663164452011,0.11788579677331522,1.7977262824844646,3.778406084113053,0.00478544942282698,0.003493378078663695,0.007207677804650585
145,3,3.7217773161291445,5.09832509058787,1.2387721320778922,2.327550962066384,17.596586466082297,12.845508120240076,0.7396691357844665
146,3,95.4122216591583,130.7016735056963,14.25112428507526,39.22790433707381,9.35588523531401,6.829796221779228,11.507451120014172
147,3,11.723590369303365,16.059712834662143,2.1083976344085054,5.602509116843182,31.883206617618114,23.274740830861223,24.03615564209176
148,3,7.141692576737893,9.783140516079305,1.5720774024564907,5.036867206963021,1.8310977497679164,1.336701357330579,0.566376479639652
149,3,1.5103968926227245e-4,2.0690368392092115e-4,2.0856585318893507e-5,4.335553008961935e-5,1.1120666616062432e-8,8.118086629725576e-9,1.103215391983653e-7
150,3,0.0029831907317280433,0.004086562646202799,0.02640600887093707,0.06759859707105259,0.0030843424874625706,0.0022515700158476765,0.009501981812188786
151,3,0.03705894732822113,0.0507656812715358,0.0019141906276016613,0.0035722897399383603,1.4612489831110551,1.0667117576710703,1.0297137572154345
152,3,0.031211899591695774,0.042756026837939415,0.0057466180663802045,0.015773786744576492,1.0048485232861295,0.7335394219988746,1.6465612803473861
153,3,3.6344911381849154e-7,4.978754983814953e-7,5.41134962176811e-8,1.1850301350860933e-7,5.021464834645691e-6,3.6656693292913543e-6,2.7995518141762093e-7
154,3,2.107623805910132e-8,2.88715589850703e-8,4.320362532393125e-7,8.445292938645359e-7,2.951847155605967e-10,2.154848423592356e-10,4.7436466173493846e-11
155,3,1.4977531461291009e-5,2.051716638533015e-5,4.239506712656949e-6,8.964508571824262e-6,0.012056476021714696,0.008801227495851728,0.0018890178644581585
156,3,94.70679332678529,129.7353333243634,91.56354931245613,228.07912960788886,1805.6659579240718,1318.1361492845724,154.48578249527853
157,3,0.2587832633775902,0.3544976210651921,1.709283545326046,4.771789795054149,2.7013424482103163,1.9719799871935308,0.7729744177991379
158,3,160.7838431828142,220.2518399764578,12.56040391962084,26.02507305805757,641.1181592625067,468.01625626162985,1220.0368560016059
159,3,0.006510041033305062,0.008917864429185017,8.669548343439097e-4,0.0019950056972868778,6.653439364907561e-5,4.85701073638252e-5,2.777631248204389e-4
160,3,11485705.272893481,15733842.839580111,5048897.610663722,11513079.62377417,2530081.4275123603,1846959.442084023,33311788.19894559
161,3,0.3985967028710194,0.5460228806452321,0.16807331900945313,0.3490247243063334,7.533251215131267,5.499273387045825,4.168321470783099
162,3,0.7158967793704397,0.9806805196855339,0.17166615303914154,0.45623710126286937,10.443429881204302,7.623703813279141,0.7677589356438113
163,3,0.10835346388048005,0.14842940257600007,0.559168601754063,1.0682595819726526,24.66565963727484,18.00593153521063,2.9406884675208147
164,3,1.6847169399386526e-8,2.3078314245734966e-8,4.659885796888474e-9,1.0238582725676584e-8,1.1265480371617391e-8,8.223800671280695e-9,3.250843005092101e-8
165,3,1.118571982783451e-6,1.5322903873745905e-6,7.647079900614822e-7,1.7015953912695935e-6,1.4445663980447785e-5,1.0545334705726883e-5,7.133696086282572e-7
166,3,0.17159146027483055,0.23505679489702816,1.1258657623192085,2.525912250466168,10.546413250377325,7.698881672775447,13.311509687879632
167,3,8.250574557291395e-6,1.1302156927796432e-5,1.3867980315193533e-6,2.9980142580501653e-6,7.580621905226211e-5,5.533853990815134e-5,3.6061529309471164e-5
168,3,641.0108895604943,878.0971089869786,14.483051205210561,38.89052560438088,366.1912655267024,267.31962383449275,376.13501654622706
169,3,45724.28736787961,62636.01009298577,648692.6133141548,1345476.63629575,28434.645114701572,20757.290933732147,28039.400669834245
170,3,14.752522354183322,20.208934731757974,14.137014097399861,40.96474222281891,171.48022753820558,125.18056610289007,14.453445853116696
171,3,0.06516251023940067,0.08926371265671325,0.011474083548862264,0.03658656869676429,0.09819759281144563,0.07168424275235531,0.8504514057915278
172,3,2.120074776532802e-5,2.904212022647674e-5,2.4009174998508508e-4,4.17656405361719e-4,1.5963569287117687e-4,1.1653405579595911e-4,1.9492965857524405e-5
173,3,400.739923762884,548.9587996751836,445.5505996261152,782.6397033761656,53851.091177682225,39311.296559708026,37807.70321224565
174,3,1.691184256001389e-5,2.3166907616457385e-5,7.854083515670426e-6,1.66092564352463e-5,5.960247864424696e-5,4.350980941030028e-5,1.9238996394881965e-5
175,3,0.6823732737161902,0.9347579092002605,0.3863247188246297,1.086125325414269,0.13121025779205397,0.0957834881881994,0.5600944956882618
176,3,102.9150107087948,140.97946672437644,45.02935652590492,121.67176489156218,0.1384174809038722,0.10104476105982671,0.7994404387117805
177,3,0.0023261846136296946,0.0031865542652461574,5.491994352888787e-4,0.001276837948536986,0.004127634368407419,0.0030131730889374157,0.0010016891627916006
178,3,612.9931548133685,839.7166504292719,1112.8679653709546,3187.2174569398753,0.1010028811484382,0.07373210323835988,0.25291021155615023
179,3,0.3302511486056171,0.45239883370632483,0.2912323827725307,0.8314326940772186,7.005600425171079e-4,5.114088310374888e-4,0.001798919450233438
180,3,2.37389372836641e-6,3.2519092169402876e-6,1.5476280494726625e-4,2.325933806140983e-4,3.4308111068361544e-7,2.504492107990393e-7,9.034959338804619e-8
181,3,23.357333726377643,31.996347570380333,22.711133376618207,45.35048823721279,2567.9185034643947,1874.5805075290082,471.1819490910412
182,3,3.716435981567248e-5,5.091008193927737e-5,2.7073062868264827e-5,6.985253642737602e-5,8.557556384366827e-5,6.247016160587784e-5,2.3744341745416185e-5
183,3,0.013421110229385576,0.01838508250600764,0.022756305593503737,0.059063543519240126,2.5101559807430134e-4,1.8324138659423997e-4,0.0017537011929577683
184,3,0.007511155888703429,0.010289254642059492,0.0037110473857686847,0.006792325383971251,8.64200784960261e-4,6.308665730209906e-4,0.0050093676385325045
185,3,2.9547163179771983e-4,4.047556599968765e-4,8.003399546252408e-5,2.2034817588317677e-4,2.787259692211715e-5,2.0346995753145518e-5,7.364901995052554e-5
186,3,0.11421498888455239,0.15645888888294848,0.5242811954664319,1.2518163178343118,1.469570481709516,1.0727864516479466,0.9729128723678914
187,3,5.797794415210866e-4,7.942184130425845e-4,8.256423795312115e-4,0.001550894975830996,0.004012992205985193,0.002929484310369191,0.011227283811093903
188,3,4.3005229493578065e-4,5.891127327887406e-4,0.002538798379427312,0.006648266785702056,9.68619653065099e-5,7.070923467375222e-5,2.7767734802701567e-4
189,3,3229.2284145231915,4423.600567839989,6546.95317778759,15777.417077579914,1719.980633001391,1255.5858620910153,32506.539244781106
190,3,5811.9169088459275,7961.530012117709,123.35458304298156,393.272891642408,265.6291873642347,193.90930677589134,915.0927225427433
191,3,1.6430724871899237e-5,2.250784229027293e-5,8.503736148708092e-5,2.2288119844249404e-4,0.0053415233385347306,0.0038993120371303533,1.9228751308419703e-4
192,3,25.862130856986163,35.4275765164194,68.95425118090355,160.66115033243048,0.06810299958118952,0.04971518969426835,0.7508134743919787
193,3,0.1701337014376783,0.23305986498312098,1.106880038134862,2.2279683711441245,0.2933656832693275,0.21415694878660907,0.04200729606563451
194,3,6.187784183627921e-6,8.476416689901262e-6,6.302114240689975e-5,1.2970771900033226e-4,9.829222918881832e-6,7.175332730783737e-6,6.938249714922587e-6
195,3,7.789907039669435e-8,1.0671105533793746e-7,2.647846888506111e-8,4.9729993356388143e-8,3.2689687878392365e-7,2.3863472151226423e-7,1.1098959427837248e-7
196,3,35.74583397203483,48.96689585210251,401.305512637441,1008.644538343813,1.3037010971885703,0.9517018009476563,20.925183890509004
197,3,1.1129967676465999e-5,1.5246531063652053e-5,1.3977561110840729e-5,3.206690541703079e-5,0.00406096693732467,0.002964505864247009,8.554409917463067e-5
198,3,3168881.508874526,4340933.57380072,2728944.8573527182,6719766.628545964,19219.590543515642,14030.301096766418,15863.258494098302
199,3,4.856008886823702e-6,6.652066968251647e-6,1.3827645276986936e-5,3.7873736904006946e-5,1.897939583261151e-4,1.3854958957806401e-4,6.732057510299036e-5
200,3,5.428742302164941e-4,7.436633290636906e-4,0.0047608957435748564,0.010247854392849752,0.004490726130738321,0.003278230075438974,6.025656031336471e-4
201,3,444.07454156432703,608.3212898141467,211.73948282430428,654.6110088271515,588.499462953909,429.6046079563535,318.45443057175635
202,3,3.7924938932773094e-8,5.195197114078506e-8,1.4034579326670963e-8,3.421692078494495e-8,1.8240283442093443e-7,1.3315406912728212e-7,7.073187662418105e-8
203,3,3.448800675163075e-5,4.72438448652476e-5,1.3797652125491794e-5,3.2887465704771776e-5,5.627696831243705e-4,4.1082186868079046e-4,3.9084316173855103e-4
204,3,115.37780739425098,158.05179095102875,47.51210887930929,98.77643007048864,78.88785817807356,57.58813646999369,63.72709158417459
205,3,0.051041084438098516,0.06991929375081989,0.016257160608631575,0.030037995947788127,0.1891692737126638,0.13809356981024457,0.05717931571635166
206,3,0.0066617076072329785,0.009125626859223258,4.271439961412349e-4,9.79129800789741e-4,0.040005826890417255,0.029204253630004597,0.007196123026307487
207,3,0.004424380968407787,0.006060795847133954,0.027115387723896087,0.06792868509819551,0.020520427449036403,0.014979912037796573,0.013510901525396081
208,3,0.2757670827639648,0.37776312707392434,0.16502715020615868,0.377728847127994,2.5008212239128222,1.8255994934563602,1.3764358362862252
209,3,2.2413414812177334e-5,3.070330796188676e-5,9.175096744388973e-8,1.558249770421291e-7,5.2705342458143665e-6,3.847489999444487e-6,1.9031182936546023e-5
210,3,0.007290631237397163,0.009987166078626252,0.006565414010668918,0.013496850126855026,0.0016701937136300734,0.0012192414109499536,7.900005650451782e-4
211,3,0.2075804999990228,0.2843568493137299,0.0220113548931066,0.05216837638609268,8.32607528156577e-4,6.078034955543012e-4,0.004894682067312991
212,3,8.80857239730877e-9,1.2066537530559959e-8,2.812477049529318e-8,4.921120687595329e-8,1.4265297589222888e-6,1.0413667240132708e-6,2.767316616659006e-7
213,3,768595.7150007484,1052870.8424667786,219177.88542192377,495337.5752395786,25420.562658535688,18557.01074073105,227560.92857544238
214,3,6.194054136545727e-7,8.485005666500995e-7,8.516248597904965e-7,2.3155660792822345e-6,5.864514615405327e-6,4.281095669245888e-6,1.972209737946427e-6
215,3,3.975737784254172e-4,5.446216142813935e-4,1.39759837449309e-4,3.9096749458086594e-4,0.0011068882162687983,8.080283978762228e-4,4.905463710397373e-4
216,3,4.819965348209152e-4,6.602692257820757e-4,5.984840842162141e-6,1.7670979129009477e-5,0.12923576428148825,0.09434210792548642,0.11410858167922652
217,3,0.0661501825193902,0.09061668838272631,0.3020644904103108,0.5993739570281004,0.006979934850454157,0.0050953524408315345,0.07142235237305694
218,3,4447.359222735973,6092.272907857498,3236.424326325834,10708.908317838257,2274.183661157532,1660.1540726449982,3047.661628417572
219,3,12978.00286575395,17778.086117471164,54713.5358052235,118554.03056913619,862.3913937138288,629.5457174110951,5252.781562666335
220,3,0.0020534373937083302,0.0028129279365867537,0.0016430127568625437,0.0032111819084911027,0.2848910704569887,0.20797048143360175,0.013523141277545298
221,3,0.0022181915251788193,0.0030386185276422184,0.21083209466930336,0.5056150329992125,3.489336502014746e-4,2.5472156464707645e-4,0.0028057254077435887
222,3,0.7818269752867448,1.0709958565571847,0.5341826632163189,1.4554963261485154,0.0026909293069878213,0.0019643783941011095,0.019867473450469013
223,3,2.0316484282577464e-8,2.7830800387092418e-8,1.5484281165685893e-8,4.473086451088656e-8,7.801472693969453e-7,5.6950750665977e-7,7.557412930872434e-8
224,3,2.2391123634543097e-5,3.067277210211383e-5,9.146860599925198e-6,2.2659976509708314e-5,0.008463313432291595,0.006178218805572865,1.80392806148183e-4
225,3,0.0024825883450611606,0.003400805952138576,0.02568251721065769,0.05592696655401364,0.08755585045463252,0.06391577083188174,0.055302998965742076
226,3,0.19004381421279715,0.2603339920723249,0.5785410542751824,1.5189785207162214,0.7799183111292357,0.5693403671243421,0.1858173258682707
227,3,0.0013111652821752595,0.0017961168248976159,0.0026276047316164024,0.0065540777502701795,9.996511650299087e-7,7.297453504718333e-7,2.507179075836556e-6
228,3,1.704801801833432e-4,2.3353449340184e-4,1.2867916348342177e-5,3.2303238950233026e-5,2.758213570390914e-5,2.013495906385367e-5,1.1135329660876289e-4
229,3,42.513238465655405,58.23731296665124,116.98863334382953,231.04261026341842,0.141558923598734,0.10333801422707582,0.2509945350040652
230,3,9.052386744655448e-10,1.2400529787199245e-9,1.0027178506630559e-8,2.4668536114779104e-8,2.3955098073588718e-9,1.7487221593719764e-9,4.474013387147461e-10
231,3,0.06409959634767814,0.08780766622969609,0.015191369223003553,0.03975549842939843,0.020326722157513362,0.014838507174984753,0.030129258245334006
232,3,12.03853939107883,16.49114985079292,20.91809745889937,57.463728737626944,0.6124816885244105,0.44711163262281967,2.406811953189756
233,3,29.522941783516526,40.44238600481716,15.857434647464656,42.58443228466026,206.22007565546983,150.54065522849297,16.706711503038512
234,3,1.91389860113855e-6,2.6217789056692463e-6,1.4211593828249553e-6,3.573007499406677e-6,8.970073150280759e-4,6.548153399704954e-4,3.625358783335444e-5
235,3,7.025806070768906e-5,9.624391877765624e-5,1.5654495682226982e-4,4.075286754009898e-4,6.098366775892553e-6,4.451807746401563e-6,2.4444543062770322e-5
236,3,0.0015112377937559584,0.002070188758569806,1.135322715533014e-4,2.6367200427441075e-4,0.007363816299412715,0.005375585898571281,8.613235242443451e-4
237,3,2.620456670472128e-5,3.589666671879627e-5,2.908239688604793e-6,7.3598633868700625e-6,2.3280275804462886e-4,1.6994601337257906e-4,4.61876817536663e-5
238,3,1202.3272190511311,1647.0235877412756,11486.487972340017,22334.87352651864,88.09599485546119,64.31007624448667,44.48052559565069
239,3,1.3775021633641164e-5,1.8869892648823513e-05,9.916932129961508e-6,2.659225478808978e-5,5.694735590290768e-8,4.1571569809122606e-8,6.297779344064925e-7
240,3,36802361.965128474,50414194.47277874,750404.9542775245,1655441.72036807,181621964.538923,132584034.11341378,741271279.0705317
241,3,2.73930944391167e-4,3.752478690289959e-4,5.21140156258007e-5,1.4027462581528517e-4,3.9944552854710155e-6,2.9159523583938414e-6,1.6131304395019605e-5
242,3,0.004873143315725609,0.006675538788665218,0.027153876749000435,0.06931348592153677,1.0334634619625491e-4,7.544283272326609e-5,6.721427157608035e-5
243,3,7.698279359825324e-5,1.054558816414428e-4,9.035616213767538e-5,2.3727942963056703e-4,4.559672656094255e-8,3.328561038948806e-8,4.566182212092428e-7
244,3,16.634817493814122,22.78742122440291,114.48849174741143,324.2493524374548,0.10764498844533334,0.07858084156509333,0.755280392634943
245,3,1.9409690808294469,2.658861754560886,0.09025166834045625,0.20086616956673892,0.7282701644815133,0.5316372200715047,0.6682644538320587
246,3,1.6709338576947718e-6,2.288950489992838e-6,6.8347510845061905e-6,1.5479984492608145e-5,4.806919484403576e-7,3.5090512236146104e-7,4.487759817998124e-8
247,3,1970.6287349881418,2699.491417791975,227.4259598103557,652.5613760893827,51461.56531739024,37566.942681694876,9557.606877964423
248,3,3.558199305054913e-8,4.8742456233628946e-8,1.0830730126515143e-8,1.7640808285833085e-8,5.77406354690569e-8,4.215066389241154e-8,2.878588577717478e-8
249,3,288.68057970097357,395.45284890544326,477.1789828050731,1106.8260125885904,43.9626609149326,32.0927424679008,18.79763341209265
250,3,827.554209722209,1133.6359037290533,1338.928507680779,3006.965515314294,346.07768064054727,252.63670686759951,265.82485916102945
251,3,2.5199673545146093e-6,3.4520100746775472e-6,9.037738996354257e-7,1.755724978542141e-6,1.2243639303400672e-5,8.93785669148249e-6,2.7663138423661487e-6
252,3,2202934.3214054266,3017718.248500584,732777.9925433729,1753928.2632594835,64779.287437310115,47288.879829236386,297809.82525006786
253,3,0.0013760682950909955,0.001885025061768487,0.014758230243059363,0.0392824082707369,0.05618733715195352,0.04101675612092607,0.0010113599363966311
254,3,0.0016120934547611502,0.0022083471983029455,0.0524235623746227,0.11914620091853081,0.0014500744766064915,0.0010585543679227387,0.0023711403133815424
255,3,2.4133162373893324e-5,3.30591265395799e-5,1.9513670476728023e-4,3.4482334001937086e-4,1.8054539131310432e-4,1.3179813565856614e-4,4.838569016442231e-5
256,3,816.751834692377,1118.838129715585,913.9416219368079,2000.5232139183029,886.3787017999175,647.0564523139398,53.80599626418319
